ibge;name;uf;sphere;cnpj;population;capital
3521101;Ipeúna;SP;M;44660603000195;7027;0
3521150;Ipiguá;SP;M;01528506000130;7115;0
3521200;Iporanga;SP;M;46634283000124;4083;0
3521408;Iracemápolis;SP;M;45786159000111;22500;0
3521507;Irapuã;SP;M;45158532000190;6932;0
3521606;Irapuru;SP;M;44926723000191;7120;0
3521705;Itaberá;SP;M;46634374000160;18263;0
3521804;Itaí;SP;M;46634200000105;25979;0
3521903;Itajobi;SP;M;45126851000113;17502;0
3522000;Itaju;SP;M;44496313000158;3715;0
3522109;Itanhaém;SP;M;46578498000175;118495;0
3522158;Itaóca;SP;M;67360362000164;3497;0
3522208;Itapecerica da Serra;SP;M;46523130000100;163003;0
3522307;Itapetininga;SP;M;46634291000170;164256;0
3522406;Itapeva;SP;M;46634358000177;92393;0
3522505;Itapevi;SP;M;46523031000128;242995;0
3522604;Itapira;SP;M;45281144000100;74038;0
3522653;Itapirapuã Paulista;SP;M;67360438000151;4420;0
3522703;Itápolis;SP;M;49979255000137;40445;0
3522802;Itaporanga;SP;M;46634408000116;14245;0
3522901;Itapuí;SP;M;46189726000115;14035;0
3523008;Itapura;SP;M;44447126000184;4002;0
3523107;Itaquaquecetuba;SP;M;46316600000164;382983;0
3523206;Itararé;SP;M;46634390000152;45213;0
3523305;Itariri;SP;M;46578522000176;15916;0
3523404;Itatiba;SP;M;50122571000177;127112;0
3523503;Itatinga;SP;M;46634127000163;19462;0
3523602;Itirapina;SP;M;46313714000150;16454;0
3523701;Itirapuã;SP;M;45317955000105;5857;0
3523800;Itobi;SP;M;45735461000140;8227;0
3523909;Itu;SP;M;46634440000100;175047;0
3524006;Itupeva;SP;M;45780061000157;74994;0
3524105;Ituverava;SP;M;46710422000151;38413;0
3524204;Jaborandi;SP;M;52382702000180;6280;0
3524303;Jaboticabal;SP;M;50387844000105;73473;0
3524402;Jacareí;SP;M;46694139000183;250952;0
3524501;Jaci;SP;M;45142684000102;7944;0
3524600;Jacupiranga;SP;M;46582185000190;16216;0
3524709;Jaguariúna;SP;M;46410866000171;62309;0
3524808;Jales;SP;M;45131885000104;50078;0
3524907;Jambeiro;SP;M;45190824000100;6611;0
3525003;Jandira;SP;M;46522991000173;121550;0
3525102;Jardinópolis;SP;M;44229821000170;47125;0
3525201;Jarinu;SP;M;45780079000159;40007;0
3525300;Jaú;SP;M;46195079000154;137409;0
3525409;Jeriquara;SP;M;45353315000150;4000;0
3525508;Joanópolis;SP;M;45290418000119;13131;0
3525607;João Ramalho;SP;M;46444790000103;4464;0
3525706;José Bonifácio;SP;M;45141132000171;37992;0
3525805;Júlio Mesquita;SP;M;44518496000165;4302;0
3525854;Jumirim;SP;M;01612150000119;3132;0
3525904;Jundiaí;SP;M;45780103000150;463039;0
3526001;Junqueirópolis;SP;M;44881449000181;20939;0
3526100;Juquiá;SP;M;46585964000140;17184;0
3526209;Juquitiba;SP;M;46523155000103;27969;0
3526308;Lagoinha;SP;M;45167111000125;5183;0
3526407;Laranjal Paulista;SP;M;46634606000180;27044;0
3526506;Lavínia;SP;M;44437820000110;9940;0
3526605;Lavrinhas;SP;M;45200029000155;7348;0
3526704;Leme;SP;M;46362661000168;101537;0
3526803;Lençóis Paulista;SP;M;46200846000176;68568;0
3526902;Limeira;SP;M;45132495000140;301292;0
3527009;Lindóia;SP;M;45678000000183;7158;0
3527108;Lins;SP;M;44531788000138;76844;0
3527207;Lorena;SP;M;47563739000175;87468;0
3527256;Lourdes;SP;M;59767921000127;1962;0
3527306;Louveira;SP;M;46363933000144;54865;0
3527405;Lucélia;SP;M;44919918000104;20378;0
3527504;Lucianópolis;SP;M;44518504000173;2423;0
3527603;Luís Antônio;SP;M;45368016000190;12564;0
3527702;Luiziânia;SP;M;44441558000188;4740;0
3527801;Lupércio;SP;M;44518397000183;4004;0
3527900;Lutécia;SP;M;44544880000132;2697;0
3528007;Macatuba;SP;M;46200853000178;17140;0
3528106;Macaubal;SP;M;51848943000100;7581;0
3528205;Macedônia;SP;M;45115912000147;4058;0
3528304;Magda;SP;M;45660628000151;3211;0
3528403;Mairinque;SP;M;45944428000120;51888;0
3528502;Mairiporã;SP;M;46523163000150;97835;0
3528601;Manduri;SP;M;46223749000107;10122;0
3528700;Marabá Paulista;SP;M;45725355000186;4619;0
3528809;Maracaí;SP;M;44494136000170;12804;0
3528858;Marapoama;SP;M;65712580000195;3415;0
3528908;Mariápolis;SP;M;51405231000116;3526;0
3529005;Marília;SP;M;44477909000100;247348;0
3529104;Marinópolis;SP;M;45132719000114;1862;0
3529203;Martinópolis;SP;M;44855443000130;25240;0
3529302;Matão;SP;M;45270188000126;81075;0
3529401;Mauá;SP;M;46522959000198;429014;0
3529500;Mendonça;SP;M;46935110000146;6420;0
3529609;Meridiano;SP;M;45116092000108;4721;0
3529658;Mesópolis;SP;M;65712069000193;1990;0
3529708;Miguelópolis;SP;M;45353307000104;19621;0
3529807;Mineiros do Tietê;SP;M;46199253000137;11322;0
3529906;Miracatu;SP;M;46583654000196;18610;0
3530003;Mira Estrela;SP;M;45116290000171;3209;0
3530102;Mirandópolis;SP;M;44438968000170;28754;0
3530201;Mirante do Paranapanema;SP;M;44937365000112;16031;0
3530300;Mirassol;SP;M;46612032000149;65811;0
3530409;Mirassolândia;SP;M;45144748000104;4783;0
3530508;Mococa;SP;M;44763928000101;69372;0
3530607;Mogi das Cruzes;SP;M;46523270000188;470302;0
3530706;Mogi Guaçu;SP;M;45301264000113;160318;0
3530805;Mogi Mirim;SP;M;45332095000189;95742;0
3530904;Mombuca;SP;M;44723765000125;3830;0
3531001;Monções;SP;M;59854927000131;1947;0
3531100;Mongaguá;SP;M;46578506000183;64845;0
3531209;Monte Alegre do Sul;SP;M;52846144000167;8923;0
3531308;Monte Alto;SP;M;51816247000111;48758;0
3531407;Monte Aprazível;SP;M;53221701000117;22668;0
3531506;Monte Azul Paulista;SP;M;52942380000187;18337;0
3531605;Monte Castelo;SP;M;44882074000174;4306;0
3531704;Monteiro Lobato;SP;M;46643482000107;4205;0
3531803;Monte Mor;SP;M;45787652000156;67832;0
3531902;Morro Agudo;SP;M;45345899000112;28521;0
3532009;Morungaba;SP;M;45755238000165;14147;0
3532058;Motuca;SP;M;68319987000145;4071;0
3532108;Murutinga do Sul;SP;M;44430221000175;3748;0
3532157;Nantes;SP;M;01557530000106;2697;0
3532207;Narandiba;SP;M;44857027000170;5956;0
3532306;Natividade da Serra;SP;M;45686227000170;7155;0
3532405;Nazaré Paulista;SP;M;45279643000154;18675;0
3532504;Neves Paulista;SP;M;45145414000147;9953;0
3532603;Nhandeara;SP;M;45146271000198;9915;0
3532702;Nipoã;SP;M;49107725000172;4876;0
3532801;Nova Aliança;SP;M;45094232000194;6885;0
3532827;Nova Campina;SP;M;60123072000158;8630;0
3532843;Nova Canaã Paulista;SP;M;65711954000158;2055;0
3532868;Nova Castilho;SP;M;01613202000171;1072;0
3532900;Nova Europa;SP;M;71989982000134;9459;0
3533007;Nova Granada;SP;M;45147733000191;19733;0
3533106;Nova Guataporanga;SP;M;44882223000103;2188;0
3533205;Nova Independência;SP;M;44430429000194;4847;0
3533254;Novais;SP;M;65711699000143;4463;0
3533304;Nova Luzitânia;SP;M;53099149000136;2817;0
3533403;Nova Odessa;SP;M;45781184000102;64596;0
3533502;Novo Horizonte;SP;M;45152139000199;39494;0
3533601;Nuporanga;SP;M;46754388000117;7570;0
3533700;Ocauçu;SP;M;44482248000101;4418;0
3533809;Óleo;SP;M;46223764000147;2535;0
3533908;Olímpia;SP;M;46596151000155;56874;0
3534005;Onda Verde;SP;M;45148699000170;4942;0
4117057;Nova Laranjeiras;PR;M;95587648000112;12298;0
4117107;Nova Londrina;PR;M;81044984000104;13074;0
4117206;Nova Olímpia;PR;M;75799577000104;5982;0
4117214;Nova Santa Bárbara;PR;M;95561080000160;4308;0
4117222;Nova Santa Rosa;PR;M;77116663000109;8581;0
4117255;Nova Prata do Iguaçu;PR;M;78103884000105;13340;0
4117271;Nova Tebas;PR;M;80620172000105;6852;0
4117297;Novo Itacolomi;PR;M;95639472000103;3227;0
4117305;Ortigueira;PR;M;77721363000140;24706;0
4117404;Ourizona;PR;M;76282672000107;3193;0
4117453;Ouro Verde do Oeste;PR;M;80880107000100;7102;0
4117503;Paiçandu;PR;M;76282664000152;48695;0
4117602;Palmas;PR;M;76161181000108;50238;0
4117701;Palmeira;PR;M;76179829000165;34948;0
4117800;Palmital;PR;M;75680025000182;12879;0
4117909;Palotina;PR;M;76208487000164;37039;0
4118006;Paraíso do Norte;PR;M;75476556000158;13728;0
4118105;Paranacity;PR;M;76970334000150;9549;0
4118204;Paranaguá;PR;M;76017458000115;150104;0
4118303;Paranapoema;PR;M;76970391000139;2352;0
4118402;Paranavaí;PR;M;76977768000181;96209;0
4118451;Pato Bragado;PR;M;95719472000105;6004;0
4118501;Pato Branco;PR;M;76995448000154;97821;0
4118600;Paula Freitas;PR;M;75687954000113;5706;0
4118709;Paulo Frontin;PR;M;77007474000190;6414;0
4118808;Peabiru;PR;M;75370148000117;13494;0
4118857;Perobal;PR;M;01612444000140;7599;0
4118907;Pérola;PR;M;81478133000170;12389;0
4119004;Pérola d'Oeste;PR;M;75924290000169;6218;0
4119103;Piên;PR;M;76002666000140;14409;0
4119152;Pinhais;PR;M;95423000000100;131255;0
4119202;Pinhalão;PR;M;76167717000194;6676;0
4119251;Pinhal de São Bento;PR;M;95590832000111;2805;0
4119301;Pinhão;PR;M;76178011000128;30451;0
4119400;Piraí do Sul;PR;M;77001329000100;23977;0
4119509;Piraquara;PR;M;76105675000167;127433;0
4119608;Pitanga;PR;M;76172907000108;34527;0
4119657;Pitangueiras;PR;M;95543427000142;3141;0
4119707;Planaltina do Paraná;PR;M;75461442000134;4125;0
4119806;Planalto;PR;M;76460526000116;14722;0
4119905;Ponta Grossa;PR;M;76175884000187;375632;0
4119954;Pontal do Paraná;PR;M;01609843000152;33131;0
4120002;Porecatu;PR;M;80542764000148;11271;0
4120101;Porto Amazonas;PR;M;76179837000101;4072;0
4120150;Porto Barreiro;PR;M;01591618000136;3057;0
4120200;Porto Rico;PR;M;75461970000193;3370;0
4120309;Porto Vitória;PR;M;75688366000102;3515;0
4120333;Prado Ferreira;PR;M;01613136000130;3816;0
4120358;Pranchita;PR;M;78113834000109;5831;0
4120408;Presidente Castelo Branco;PR;M;76279959000170;4304;0
4120507;Primeiro de Maio;PR;M;76245059000101;10064;0
4120606;Prudentópolis;PR;M;77003424000134;50946;0
4120655;Quarto Centenário;PR;M;01619104000141;4127;0
4120705;Quatiguá;PR;M;76966852000108;8426;0
4120804;Quatro Barras;PR;M;76105568000139;25397;0
4120853;Quatro Pontes;PR;M;95719381000170;4672;0
4120903;Quedas do Iguaçu;PR;M;76205962000149;31423;0
4121000;Querência do Norte;PR;M;76973692000116;10625;0
4121109;Quinta do Sol;PR;M;76950047000188;5052;0
4121208;Quitandinha;PR;M;76002674000197;18882;0
4121257;Ramilândia;PR;M;95725024000114;4279;0
4121307;Rancho Alegre;PR;M;75829416000116;3472;0
4121356;Rancho Alegre D'Oeste;PR;M;95640132000194;2623;0
4121406;Realeza;PR;M;76205673000140;20097;0
4121505;Rebouças;PR;M;77774859000182;14825;0
4121604;Renascença;PR;M;76205681000196;6945;0
4121703;Reserva;PR;M;76169879000161;24878;0
4121752;Reserva do Iguaçu;PR;M;01612911000132;6493;0
4121802;Ribeirão Claro;PR;M;75449579000173;12856;0
4121901;Ribeirão do Pinhal;PR;M;76968064000142;13158;0
4122008;Rio Azul;PR;M;75963256000101;14174;0
4122107;Rio Bom;PR;M;75771212000171;3214;0
4122156;Rio Bonito do Iguaçu;PR;M;95587770000199;14297;0
4122172;Rio Branco do Ivaí;PR;M;01612413000190;3841;0
4122206;Rio Branco do Sul;PR;M;76105576000185;40308;0
4122305;Rio Negro;PR;M;76002641000147;31951;0
4122404;Rolândia;PR;M;76288760000108;75818;0
4122503;Roncador;PR;M;75371401000157;11339;0
4122602;Rondon;PR;M;75380071000166;9255;0
4122651;Rosário do Ivaí;PR;M;80059264000150;5484;0
4122701;Sabáudia;PR;M;76958974000144;9511;0
4122800;Salgado Filho;PR;M;76205699000198;4090;0
4122909;Salto do Itararé;PR;M;76920834000187;5214;0
4123006;Salto do Lontra;PR;M;76205707000104;15706;0
4123105;Santa Amélia;PR;M;76235746000146;3358;0
4123204;Santa Cecília do Pavão;PR;M;76290691000177;3357;0
4123303;Santa Cruz de Monte Castelo;PR;M;75462820000102;8840;0
4123402;Santa Fé;PR;M;76291418000167;11730;0
4123501;Santa Helena;PR;M;76206457000119;26461;0
4123600;Santa Inês;PR;M;78092293000171;1745;0
4123709;Santa Isabel do Ivaí;PR;M;76974823000180;9043;0
4123808;Santa Izabel do Oeste;PR;M;76205715000142;14462;0
4123824;Santa Lúcia;PR;M;95594776000193;3638;0
4123857;Santa Maria do Oeste;PR;M;95684544000126;9869;0
4123907;Santa Mariana;PR;M;75392019000120;10941;0
4123956;Santa Mônica;PR;M;95641916000137;3361;0
4124004;Santana do Itararé;PR;M;76920826000130;5646;0
4124020;Santa Tereza do Oeste;PR;M;80882095000153;13938;0
4124053;Santa Terezinha de Itaipu;PR;M;75425314000135;25300;0
4124103;Santo Antônio da Platina;PR;M;76968627000100;45628;0
4124202;Santo Antônio do Caiuá;PR;M;75483230000158;2474;0
4124301;Santo Antônio do Paraíso;PR;M;75832170000131;2088;0
4124400;Santo Antônio do Sudoeste;PR;M;75927582000155;24980;0
4124509;Santo Inácio;PR;M;76970375000146;6463;0
4124608;São Carlos do Ivaí;PR;M;75498576000120;6727;0
4124707;São Jerônimo da Serra;PR;M;76290683000120;10884;0
4124806;São João;PR;M;76995422000106;12297;0
4124905;São João do Caiuá;PR;M;76238435000130;5607;0
4125001;São João do Ivaí;PR;M;75741355000130;10639;0
4125100;São João do Triunfo;PR;M;75193516000107;13899;0
4125209;São Jorge d'Oeste;PR;M;76995380000103;9587;0
4125308;São Jorge do Ivaí;PR;M;76282649000104;5170;0
4125357;São Jorge do Patrocínio;PR;M;77870475000163;6690;0
4125407;São José da Boa Vista;PR;M;76920818000194;6023;0
4125456;São José das Palmeiras;PR;M;77819605000133;4031;0
4125506;São José dos Pinhais;PR;M;76105543000135;349880;0
4125555;São Manoel do Paraná;PR;M;80909617000163;2176;0
4125605;São Mateus do Sul;PR;M;76021450000122;43490;0
4125704;São Miguel do Iguaçu;PR;M;76206499000150;30416;0
4125753;São Pedro do Iguaçu;PR;M;95583597000150;5730;0
4125803;São Pedro do Ivaí;PR;M;75771311000153;8514;0
4125902;São Pedro do Paraná;PR;M;76975259000110;2726;0
4126009;São Sebastião da Amoreira;PR;M;76290659000191;8063;0
4126108;São Tomé;PR;M;75381178000129;5282;0
4126207;Sapopema;PR;M;76167733000187;6778;0
4126256;Sarandi;PR;M;78200482000110;128106;0
4126272;Saudade do Iguaçu;PR;M;95585477000192;6413;0
4126306;Sengés;PR;M;76911676000107;17256;0
4126355;Serranópolis do Iguaçu;PR;M;01613052000104;5161;0
4126405;Sertaneja;PR;M;75393082000180;5654;0
4126504;Sertanópolis;PR;M;76245034000108;16210;0
4126603;Siqueira Campos;PR;M;76919083000189;24031;0
4126652;Sulina;PR;M;80869886000143;3498;0
4126678;Tamarana;PR;M;01613167000190;10540;0
4126702;Tamboara;PR;M;76978519000100;4986;0
4126801;Tapejara;PR;M;76247345000106;16326;0
4126900;Tapira;PR;M;75801738000157;5807;0
4127007;Teixeira Soares;PR;M;75963850000194;9540;0
4127106;Telêmaco Borba;PR;M;76170240000104;77479;0
4127205;Terra Boa;PR;M;75793786000140;18168;0
4127304;Terra Rica;PR;M;76978881000181;14961;0
4127403;Terra Roxa;PR;M;75587204000170;18636;0
4127502;Tibagi;PR;M;76170257000153;20374;0
4127601;Tijucas do Sul;PR;M;76105584000121;18458;0
4127700;Toledo;PR;M;76205806000188;160701;0
4127809;Tomazina;PR;M;75697094000107;8523;0
4127858;Três Barras do Paraná;PR;M;78121936000168;11157;0
4127882;Tunas do Paraná;PR;M;68703834000105;6304;0
4127908;Tuneiras do Oeste;PR;M;76247329000113;8067;0
4127957;Tupãssi;PR;M;77877116000138;8208;0
4127965;Turvo;PR;M;78279973000107;14101;0
4128005;Ubiratã;PR;M;76950096000110;25732;0
4128104;Umuarama;PR;M;76247378000156;123059;0
4128203;União da Vitória;PR;M;75967760000171;56560;0
4128302;Uniflor;PR;M;76279975000162;2106;0
4128401;Uraí;PR;M;75424507000171;10308;0
4128500;Wenceslau Braz;PR;M;76920800000192;19398;0
4128534;Ventania;PR;M;95685798000169;9760;0
4128559;Vera Cruz do Oeste;PR;M;78101821000101;8178;0
4128609;Verê;PR;M;75636530000120;8077;0
4128625;Alto Paraíso;PR;M;95640736000130;3067;0
4128633;Doutor Ulysses;PR;M;95422911000113;5744;0
4128658;Virmond;PR;M;95587622000174;3828;0
4128708;Vitorino;PR;M;76995463000100;10549;0
4128807;Xambrê;PR;M;76247360000154;5835;0
4200051;Abdon Batista;SC;M;78511052000110;2629;0
4200101;Abelardo Luz;SC;M;83009886000161;17767;0
4200200;Agrolândia;SC;M;83102582000144;11646;0
4200309;Agronômica;SC;M;83102590000190;6511;0
4200408;Água Doce;SC;M;82939398000190;6587;0
4200507;Águas de Chapecó;SC;M;82804212000196;6123;0
4200556;Águas Frias;SC;M;95990180000102;3000;0
4200606;Águas Mornas;SC;M;82892266000150;7193;0
4200705;Alfredo Wagner;SC;M;83102608000154;10963;0
4200754;Alto Bela Vista;SC;M;01614374000160;1847;0
4200804;Anchieta;SC;M;83024687000122;5955;0
4200903;Angelina;SC;M;82951195000110;5484;0
4201000;Anita Garibaldi;SC;M;82777335000185;8339;0
4201109;Anitápolis;SC;M;82892332000192;3761;0
4201208;Antônio Carlos;SC;M;82892290000190;12464;0
4201257;Apiúna;SC;M;79373767000116;10041;0
4201273;Arabutã;SC;M;95995221000153;4505;0
4201307;Araquari;SC;M;83102228000110;52079;0
4201406;Araranguá;SC;M;82911249000113;76611;0
4201505;Armazém;SC;M;82928664000180;9289;0
4201604;Arroio Trinta;SC;M;82826462000127;3634;0
4201653;Arvoredo;SC;M;95995247000100;2623;0
4201703;Ascurra;SC;M;83102772000161;8720;0
4201802;Atalanta;SC;M;83102616000109;3265;0
4201901;Aurora;SC;M;83102624000147;7241;0
4201950;Balneário Arroio do Silva;SC;M;01605479000152;17786;0
4202008;Balneário Camboriú;SC;M;83102285000107;151674;0
4202057;Balneário Barra do Sul;SC;M;95954509000180;16953;0
4202073;Balneário Gaivota;SC;M;01511659000175;17986;0
4202081;Bandeirante;SC;M;01612528000184;3265;0
4202099;Barra Bonita;SC;M;01612527000130;1642;0
4202107;Barra Velha;SC;M;83102830000157;52860;0
4202131;Bela Vista do Toldo;SC;M;01612888000186;5939;0
4202156;Belmonte;SC;M;80912108000190;2712;0
4202206;Benedito Novo;SC;M;83102780000108;10757;0
4202305;Biguaçu;SC;M;82892308000153;83756;0
4202404;Blumenau;SC;M;83108357000115;385558;0
4202438;Bocaina do Sul;SC;M;01606852000190;3639;0
4202453;Bombinhas;SC;M;95815379000102;28738;0
4202503;Bom Jardim da Serra;SC;M;82844754000192;3995;0
4202537;Bom Jesus;SC;M;01551148000187;2896;0
4202578;Bom Jesus do Oeste;SC;M;01594009000130;2240;0
4202602;Bom Retiro;SC;M;82777343000121;8422;0
4202701;Botuverá;SC;M;83102350000196;5705;0
4202800;Braço do Norte;SC;M;82926551000145;35985;0
4202859;Braço do Trombudo;SC;M;95952230000167;4256;0
4202875;Brunópolis;SC;M;01613853000161;2433;0
4202909;Brusque;SC;M;83102343000194;155307;0
4203006;Caçador;SC;M;83074302000131;76298;0
4203105;Caibi;SC;M;82940776000156;6441;0
4203154;Calmon;SC;M;95949806000137;3519;0
4203204;Camboriú;SC;M;83102293000145;117324;0
4203253;Capão Alto;SC;M;01599409000139;2636;0
4203303;Campo Alegre;SC;M;83102749000177;12886;0
4203402;Campo Belo do Sul;SC;M;82777319000192;7324;0
4203501;Campo Erê;SC;M;83026765000128;9864;0
4203600;Campos Novos;SC;M;82939232000174;39049;0
4203709;Canelinha;SC;M;82562893000123;13618;0
4203808;Canoinhas;SC;M;83102384000180;56948;0
4203907;Capinzal;SC;M;82939406000107;24414;0
4203956;Capivari de Baixo;SC;M;95780441000160;25015;0
4204004;Catanduvas;SC;M;82939414000145;11033;0
4204103;Caxambu do Sul;SC;M;83021816000129;4752;0
4204152;Celso Ramos;SC;M;78493343000122;2864;0
4204178;Cerro Negro;SC;M;95991097000158;3303;0
4204194;Chapadão do Lageado;SC;M;01613120000127;3053;0
4204202;Chapecó;SC;M;83021808000182;282648;0
4204251;Cocal do Sul;SC;M;95778056000188;18106;0
4204301;Concórdia;SC;M;83024257000100;87206;0
4204350;Cordilheira Alta;SC;M;95990198000104;5192;0
4204400;Coronel Freitas;SC;M;83021824000175;10604;0
4204459;Coronel Martins;SC;M;95993093000109;1993;0
4204509;Corupá;SC;M;83102467000170;15912;0
4204558;Correia Pinto;SC;M;75438655000145;16253;0
4204608;Criciúma;SC;M;82916818000113;227438;0
4204707;Cunha Porã;SC;M;83021147000195;11242;0
4204756;Cunhataí;SC;M;01612116000144;2026;0
4204806;Curitibanos;SC;M;83754044000134;41741;0
4204905;Descanso;SC;M;83026138000197;8652;0
4205001;Dionísio Cerqueira;SC;M;83026773000174;15316;0
4205100;Dona Emma;SC;M;83102426000183;4435;0
4205159;Doutor Pedrinho;SC;M;79373775000162;3729;0
4205175;Entre Rios;SC;M;01612698000169;3561;0
4205191;Ermo;SC;M;01608905000101;2354;0
4205209;Erval Velho;SC;M;82939422000191;5137;0
4205308;Faxinal dos Guedes;SC;M;83009910000162;11537;0
4205357;Flor do Sertão;SC;M;01566621000108;1868;0
4205407;Florianópolis;SC;M;82892282000143;587486;1
4205431;Formosa do Sul;SC;M;80637424000109;2752;0
4205456;Forquilhinha;SC;M;81531162000158;34771;0
4205506;Fraiburgo;SC;M;82947979000174;34065;0
4205555;Frei Rogério;SC;M;01616039000109;2437;0
4205605;Galvão;SC;M;83009902000116;3168;0
4205704;Garopaba;SC;M;82836057000190;34070;0
4205803;Garuva;SC;M;83102848000159;19970;0
4205902;Gaspar;SC;M;83102244000102;78344;0
4206009;Governador Celso Ramos;SC;M;82892373000189;18280;0
4206108;Grão Pará;SC;M;82558149000155;6403;0
4206207;Gravatal;SC;M;82926569000147;13158;0
4206306;Guabiruba;SC;M;83102368000198;26645;0
4206405;Guaraciaba;SC;M;82821216000182;11071;0
4206504;Guaramirim;SC;M;83102475000116;51009;0
4206603;Guarujá do Sul;SC;M;83027045000187;4893;0
4206652;Guatambú;SC;M;95990206000112;9611;0
4206702;Herval d'Oeste;SC;M;82939430000138;22222;0
4206751;Ibiam;SC;M;01612745000174;2061;0
4206801;Ibicaré;SC;M;82939448000130;3295;0
4206900;Ibirama;SC;M;83102418000137;20900;0
4207007;Içara;SC;M;82916800000111;63489;0
4207106;Ilhota;SC;M;83102301000153;18627;0
4207205;Imaruí;SC;M;82538851000157;12150;0
4207304;Imbituba;SC;M;82909409000190;57256;0
4207403;Imbuia;SC;M;83102632000193;6166;0
4207502;Indaial;SC;M;83102798000100;77888;0
4207577;Iomerê;SC;M;01612744000120;2967;0
4207601;Ipira;SC;M;82814260000165;4622;0
4207650;Iporã do Oeste;SC;M;78485554000113;9759;0
4207684;Ipuaçu;SC;M;95993028000183;8133;0
